protocol,block_date,symbol,TTL
eigenlayer,2023-07-05,stETH,3198.998832
eigenlayer,2023-07-05,osETH,0
eigenlayer,2023-07-05,sfrxETH,0
eigenlayer,2023-07-05,mETH,0
eigenlayer,2023-07-05,lsETH,0
eigenlayer,2023-07-05,wBETH,0
eigenlayer,2023-07-05,OETH,0
eigenlayer,2023-07-05,ankrETH,0
eigenlayer,2023-07-05,swETH,0
eigenlayer,2023-07-05,ETHx,0
eigenlayer,2023-07-06,rETH,3200
eigenlayer,2023-07-06,cbETH,3199.999982
eigenlayer,2023-07-06,stETH,3198.998832
eigenlayer,2023-07-06,ethereum,1696
eigenlayer,2023-07-06,ETHx,0
eigenlayer,2023-07-06,lsETH,0
eigenlayer,2023-07-06,mETH,0
eigenlayer,2023-07-06,wBETH,0
eigenlayer,2023-07-06,sfrxETH,0
eigenlayer,2023-07-06,swETH,0
eigenlayer,2023-07-06,ankrETH,0
eigenlayer,2023-07-06,osETH,0
eigenlayer,2023-07-06,OETH,0
eigenlayer,2023-07-07,rETH,3199.999999
eigenlayer,2023-07-07,cbETH,3199.998892
eigenlayer,2023-07-07,stETH,3198.998832
eigenlayer,2023-07-07,OETH,0
eigenlayer,2023-07-07,ankrETH,0
eigenlayer,2023-07-07,wBETH,0
eigenlayer,2023-07-07,mETH,0
eigenlayer,2023-07-07,lsETH,0
eigenlayer,2023-07-07,sfrxETH,0
eigenlayer,2023-07-07,swETH,0
eigenlayer,2023-07-07,ETHx,0
eigenlayer,2023-07-07,osETH,0
eigenlayer,2023-07-08,rETH,3199.999999
eigenlayer,2023-07-08,cbETH,3199.999402
eigenlayer,2023-07-08,stETH,3198.998832
eigenlayer,2023-07-08,mETH,0
eigenlayer,2023-07-08,sfrxETH,0
eigenlayer,2023-07-08,ankrETH,0
eigenlayer,2023-07-08,swETH,0
eigenlayer,2023-07-08,osETH,0
eigenlayer,2023-07-08,ETHx,0
eigenlayer,2023-07-08,wBETH,0
eigenlayer,2023-07-08,lsETH,0
eigenlayer,2023-07-08,OETH,0
eigenlayer,2023-07-09,cbETH,3200
eigenlayer,2023-07-09,rETH,3200
eigenlayer,2023-07-09,stETH,3198.998832
eigenlayer,2023-07-09,ethereum,1792
eigenlayer,2023-07-09,lsETH,0
eigenlayer,2023-07-09,sfrxETH,0
eigenlayer,2023-07-09,wBETH,0
eigenlayer,2023-07-09,ETHx,0
eigenlayer,2023-07-09,swETH,0
eigenlayer,2023-07-09,mETH,0
eigenlayer,2023-07-09,ankrETH,0
eigenlayer,2023-07-09,osETH,0
eigenlayer,2023-07-09,OETH,0
eigenlayer,2023-07-10,rETH,3200
eigenlayer,2023-07-10,cbETH,3200
eigenlayer,2023-07-10,stETH,3198.998832
eigenlayer,2023-07-10,ethereum,1824
eigenlayer,2023-07-10,OETH,0
eigenlayer,2023-07-10,wBETH,0
eigenlayer,2023-07-10,lsETH,0
eigenlayer,2023-07-10,sfrxETH,0
eigenlayer,2023-07-10,swETH,0
eigenlayer,2023-07-10,mETH,0
eigenlayer,2023-07-10,ETHx,0
eigenlayer,2023-07-10,ankrETH,0
eigenlayer,2023-07-10,osETH,0
eigenlayer,2023-07-11,ethereum,3680
eigenlayer,2023-07-11,cbETH,3199.999973
eigenlayer,2023-07-11,rETH,3199.999952
eigenlayer,2023-07-11,stETH,3198.998832
eigenlayer,2023-07-11,lsETH,0
eigenlayer,2023-07-11,ankrETH,0
eigenlayer,2023-07-11,wBETH,0
eigenlayer,2023-07-11,sfrxETH,0
eigenlayer,2023-07-11,OETH,0
eigenlayer,2023-07-11,osETH,0
eigenlayer,2023-07-11,mETH,0
eigenlayer,2023-07-11,swETH,0
eigenlayer,2023-07-11,ETHx,0
eigenlayer,2023-07-12,rETH,15000
eigenlayer,2023-07-12,stETH,14990.39018
eigenlayer,2023-07-12,cbETH,11583.29425
eigenlayer,2023-07-12,ethereum,3744
eigenlayer,2023-07-12,OETH,0
eigenlayer,2023-07-12,mETH,0
eigenlayer,2023-07-12,lsETH,0
eigenlayer,2023-07-12,ankrETH,0
eigenlayer,2023-07-12,sfrxETH,0
eigenlayer,2023-07-12,swETH,0
eigenlayer,2023-07-12,ETHx,0
eigenlayer,2023-07-12,wBETH,0
eigenlayer,2023-07-12,osETH,0
eigenlayer,2023-07-13,rETH,15000
eigenlayer,2023-07-13,cbETH,15000
eigenlayer,2023-07-13,stETH,14990.39018
eigenlayer,2023-07-13,ethereum,4000
eigenlayer,2023-07-13,wBETH,0
eigenlayer,2023-07-13,swETH,0
eigenlayer,2023-07-13,OETH,0
eigenlayer,2023-07-13,ETHx,0
eigenlayer,2023-07-13,lsETH,0
eigenlayer,2023-07-13,sfrxETH,0
eigenlayer,2023-07-13,ankrETH,0
eigenlayer,2023-07-13,mETH,0
eigenlayer,2023-07-13,osETH,0
eigenlayer,2023-07-14,rETH,15000
eigenlayer,2023-07-14,cbETH,15000
eigenlayer,2023-07-14,stETH,14990.39018
eigenlayer,2023-07-14,ethereum,4224
eigenlayer,2023-07-14,ETHx,0
eigenlayer,2023-07-14,sfrxETH,0
eigenlayer,2023-07-14,osETH,0
eigenlayer,2023-07-14,swETH,0
eigenlayer,2023-07-14,wBETH,0
eigenlayer,2023-07-14,ankrETH,0
eigenlayer,2023-07-14,OETH,0
eigenlayer,2023-07-14,lsETH,0
eigenlayer,2023-07-14,mETH,0
eigenlayer,2023-07-15,rETH,15000
eigenlayer,2023-07-15,cbETH,14999.9988
eigenlayer,2023-07-15,stETH,14990.39018
eigenlayer,2023-07-15,ethereum,4352
eigenlayer,2023-07-15,swETH,0
eigenlayer,2023-07-15,ETHx,0
eigenlayer,2023-07-15,lsETH,0
eigenlayer,2023-07-15,wBETH,0
eigenlayer,2023-07-15,osETH,0
eigenlayer,2023-07-15,ankrETH,0
eigenlayer,2023-07-15,mETH,0
eigenlayer,2023-07-15,OETH,0
eigenlayer,2023-07-15,sfrxETH,0
eigenlayer,2023-07-16,rETH,15000
eigenlayer,2023-07-16,cbETH,14999.99934
eigenlayer,2023-07-16,stETH,14990.39018
eigenlayer,2023-07-16,ankrETH,0
eigenlayer,2023-07-16,osETH,0
eigenlayer,2023-07-16,ETHx,0
eigenlayer,2023-07-16,mETH,0
eigenlayer,2023-07-16,swETH,0
eigenlayer,2023-07-16,wBETH,0
eigenlayer,2023-07-16,OETH,0
eigenlayer,2023-07-16,lsETH,0
eigenlayer,2023-07-16,sfrxETH,0
eigenlayer,2023-07-17,rETH,15000
eigenlayer,2023-07-17,cbETH,14999.99999
eigenlayer,2023-07-17,stETH,14990.39018
eigenlayer,2023-07-17,ethereum,4544
eigenlayer,2023-07-17,sfrxETH,0
eigenlayer,2023-07-17,ETHx,0
eigenlayer,2023-07-17,osETH,0
eigenlayer,2023-07-17,swETH,0
eigenlayer,2023-07-17,OETH,0
eigenlayer,2023-07-17,mETH,0
eigenlayer,2023-07-17,ankrETH,0
eigenlayer,2023-07-17,lsETH,0
eigenlayer,2023-07-17,wBETH,0
eigenlayer,2023-07-18,rETH,15000
eigenlayer,2023-07-18,cbETH,14999.99999
eigenlayer,2023-07-18,stETH,14990.39018
eigenlayer,2023-07-18,ethereum,4576
eigenlayer,2023-07-18,lsETH,0
eigenlayer,2023-07-18,swETH,0
eigenlayer,2023-07-18,OETH,0
eigenlayer,2023-07-18,ETHx,0
eigenlayer,2023-07-18,osETH,0
eigenlayer,2023-07-18,sfrxETH,0
eigenlayer,2023-07-18,ankrETH,0
eigenlayer,2023-07-18,wBETH,0
eigenlayer,2023-07-18,mETH,0
eigenlayer,2023-07-19,cbETH,15000
eigenlayer,2023-07-19,rETH,14999.99996
eigenlayer,2023-07-19,stETH,14990.39018
eigenlayer,2023-07-19,swETH,0
eigenlayer,2023-07-19,OETH,0
eigenlayer,2023-07-19,ankrETH,0
eigenlayer,2023-07-19,osETH,0
eigenlayer,2023-07-19,ETHx,0
eigenlayer,2023-07-19,mETH,0
eigenlayer,2023-07-19,wBETH,0
eigenlayer,2023-07-19,lsETH,0
eigenlayer,2023-07-19,sfrxETH,0
eigenlayer,2023-07-20,rETH,14999.99998
eigenlayer,2023-07-20,cbETH,14999.99998
eigenlayer,2023-07-20,stETH,14989.8883
eigenlayer,2023-07-20,ethereum,4608
eigenlayer,2023-07-20,sfrxETH,0
eigenlayer,2023-07-20,lsETH,0
eigenlayer,2023-07-20,OETH,0
eigenlayer,2023-07-20,ETHx,0
eigenlayer,2023-07-20,mETH,0
eigenlayer,2023-07-20,wBETH,0
eigenlayer,2023-07-20,ankrETH,0
eigenlayer,2023-07-20,osETH,0
eigenlayer,2023-07-20,swETH,0
eigenlayer,2023-07-21,rETH,14999.99972
eigenlayer,2023-07-21,cbETH,14999.99525
eigenlayer,2023-07-21,stETH,14989.8883
eigenlayer,2023-07-21,ethereum,4672
eigenlayer,2023-07-21,swETH,0
eigenlayer,2023-07-21,lsETH,0
eigenlayer,2023-07-21,ankrETH,0
eigenlayer,2023-07-21,ETHx,0
eigenlayer,2023-07-21,sfrxETH,0
eigenlayer,2023-07-21,osETH,0
eigenlayer,2023-07-21,OETH,0
eigenlayer,2023-07-21,wBETH,0
eigenlayer,2023-07-21,mETH,0
eigenlayer,2023-07-22,rETH,15000.00972
eigenlayer,2023-07-22,cbETH,14999.97685
eigenlayer,2023-07-22,stETH,14989.8883
eigenlayer,2023-07-22,ethereum,4736
eigenlayer,2023-07-22,OETH,0
eigenlayer,2023-07-22,sfrxETH,0
eigenlayer,2023-07-22,lsETH,0
eigenlayer,2023-07-22,ankrETH,0
eigenlayer,2023-07-22,wBETH,0
eigenlayer,2023-07-22,osETH,0
eigenlayer,2023-07-22,ETHx,0
eigenlayer,2023-07-22,swETH,0
eigenlayer,2023-07-22,mETH,0
eigenlayer,2023-07-23,cbETH,15000
eigenlayer,2023-07-23,rETH,15000
eigenlayer,2023-07-23,stETH,14989.8883
eigenlayer,2023-07-23,sfrxETH,0
eigenlayer,2023-07-23,lsETH,0
eigenlayer,2023-07-23,mETH,0
eigenlayer,2023-07-23,osETH,0
eigenlayer,2023-07-23,OETH,0
eigenlayer,2023-07-23,ETHx,0
eigenlayer,2023-07-23,wBETH,0
eigenlayer,2023-07-23,ankrETH,0
eigenlayer,2023-07-23,swETH,0
eigenlayer,2023-07-24,rETH,14999.99993
eigenlayer,2023-07-24,cbETH,14999.9798
eigenlayer,2023-07-24,stETH,14989.38614
eigenlayer,2023-07-24,ethereum,4896
eigenlayer,2023-07-24,OETH,0
eigenlayer,2023-07-24,lsETH,0
eigenlayer,2023-07-24,osETH,0
eigenlayer,2023-07-24,ankrETH,0
eigenlayer,2023-07-24,sfrxETH,0
eigenlayer,2023-07-24,ETHx,0
eigenlayer,2023-07-24,swETH,0
eigenlayer,2023-07-24,mETH,0
eigenlayer,2023-07-24,wBETH,0
eigenlayer,2023-07-25,rETH,14999.99855
eigenlayer,2023-07-25,cbETH,14999.99082
eigenlayer,2023-07-25,stETH,14989.25596
eigenlayer,2023-07-25,ethereum,5024
eigenlayer,2023-07-25,ankrETH,0
eigenlayer,2023-07-25,lsETH,0
eigenlayer,2023-07-25,swETH,0
eigenlayer,2023-07-25,ETHx,0
eigenlayer,2023-07-25,OETH,0
eigenlayer,2023-07-25,mETH,0
eigenlayer,2023-07-25,sfrxETH,0
eigenlayer,2023-07-25,osETH,0
eigenlayer,2023-07-25,wBETH,0
eigenlayer,2023-07-26,rETH,14999.99787
eigenlayer,2023-07-26,cbETH,14999.98663
eigenlayer,2023-07-26,stETH,14967.31985
eigenlayer,2023-07-26,ethereum,5216
eigenlayer,2023-07-26,swETH,0
eigenlayer,2023-07-26,OETH,0
eigenlayer,2023-07-26,mETH,0
eigenlayer,2023-07-26,ankrETH,0
eigenlayer,2023-07-26,lsETH,0
eigenlayer,2023-07-26,ETHx,0
eigenlayer,2023-07-26,osETH,0
eigenlayer,2023-07-26,sfrxETH,0
eigenlayer,2023-07-26,wBETH,0
eigenlayer,2023-07-27,cbETH,14999.99906
eigenlayer,2023-07-27,rETH,14999.99538
eigenlayer,2023-07-27,stETH,14967.32045
eigenlayer,2023-07-27,sfrxETH,0
eigenlayer,2023-07-27,osETH,0
eigenlayer,2023-07-27,lsETH,0
eigenlayer,2023-07-27,ETHx,0
eigenlayer,2023-07-27,wBETH,0
eigenlayer,2023-07-27,swETH,0
eigenlayer,2023-07-27,mETH,0
eigenlayer,2023-07-27,ankrETH,0
eigenlayer,2023-07-27,OETH,0
eigenlayer,2023-07-28,cbETH,14999.99952
eigenlayer,2023-07-28,rETH,14999.97778
eigenlayer,2023-07-28,stETH,14967.32045
eigenlayer,2023-07-28,ethereum,5248
eigenlayer,2023-07-28,lsETH,0
eigenlayer,2023-07-28,ankrETH,0
eigenlayer,2023-07-28,ETHx,0
eigenlayer,2023-07-28,OETH,0
eigenlayer,2023-07-28,osETH,0
eigenlayer,2023-07-28,swETH,0
eigenlayer,2023-07-28,wBETH,0
eigenlayer,2023-07-28,mETH,0
eigenlayer,2023-07-28,sfrxETH,0
eigenlayer,2023-07-29,cbETH,14999.99741
eigenlayer,2023-07-29,rETH,14999.98428
eigenlayer,2023-07-29,stETH,14967.32045
eigenlayer,2023-07-29,osETH,0
eigenlayer,2023-07-29,swETH,0
eigenlayer,2023-07-29,mETH,0
eigenlayer,2023-07-29,ankrETH,0
eigenlayer,2023-07-29,OETH,0
eigenlayer,2023-07-29,lsETH,0
eigenlayer,2023-07-29,ETHx,0
eigenlayer,2023-07-29,wBETH,0
eigenlayer,2023-07-29,sfrxETH,0
eigenlayer,2023-07-30,cbETH,14999.99741
eigenlayer,2023-07-30,rETH,14999.99536
eigenlayer,2023-07-30,stETH,14967.32045
eigenlayer,2023-07-30,mETH,0
eigenlayer,2023-07-30,swETH,0
eigenlayer,2023-07-30,ETHx,0
eigenlayer,2023-07-30,sfrxETH,0
eigenlayer,2023-07-30,wBETH,0
eigenlayer,2023-07-30,osETH,0
eigenlayer,2023-07-30,ankrETH,0
eigenlayer,2023-07-30,OETH,0
eigenlayer,2023-07-30,lsETH,0
eigenlayer,2023-07-31,rETH,14999.99961
eigenlayer,2023-07-31,cbETH,14999.99749
eigenlayer,2023-07-31,stETH,14967.32045
eigenlayer,2023-07-31,sfrxETH,0
eigenlayer,2023-07-31,lsETH,0
eigenlayer,2023-07-31,osETH,0
eigenlayer,2023-07-31,ETHx,0
eigenlayer,2023-07-31,swETH,0
eigenlayer,2023-07-31,ankrETH,0
eigenlayer,2023-07-31,wBETH,0
eigenlayer,2023-07-31,OETH,0
eigenlayer,2023-07-31,mETH,0
eigenlayer,2023-08-01,rETH,14999.9993
eigenlayer,2023-08-01,cbETH,14999.99749
eigenlayer,2023-08-01,stETH,14967.32045
eigenlayer,2023-08-01,ethereum,5280
eigenlayer,2023-08-01,ETHx,0
eigenlayer,2023-08-01,swETH,0
eigenlayer,2023-08-01,OETH,0
eigenlayer,2023-08-01,mETH,0
eigenlayer,2023-08-01,osETH,0
eigenlayer,2023-08-01,lsETH,0
eigenlayer,2023-08-01,sfrxETH,0
eigenlayer,2023-08-01,wBETH,0
eigenlayer,2023-08-01,ankrETH,0
eigenlayer,2023-08-02,rETH,14999.99998
eigenlayer,2023-08-02,cbETH,14999.99952
eigenlayer,2023-08-02,stETH,14967.32045
eigenlayer,2023-08-02,swETH,0
eigenlayer,2023-08-02,lsETH,0
eigenlayer,2023-08-02,sfrxETH,0
eigenlayer,2023-08-02,ankrETH,0
eigenlayer,2023-08-02,ETHx,0
eigenlayer,2023-08-02,osETH,0
eigenlayer,2023-08-02,mETH,0
eigenlayer,2023-08-02,OETH,0
eigenlayer,2023-08-02,wBETH,0
eigenlayer,2023-08-03,rETH,14999.99915
eigenlayer,2023-08-03,cbETH,14999.99703
eigenlayer,2023-08-03,stETH,14967.32045
eigenlayer,2023-08-03,mETH,0
eigenlayer,2023-08-03,ETHx,0
eigenlayer,2023-08-03,sfrxETH,0
eigenlayer,2023-08-03,wBETH,0
eigenlayer,2023-08-03,swETH,0
eigenlayer,2023-08-03,lsETH,0
eigenlayer,2023-08-03,osETH,0
eigenlayer,2023-08-03,ankrETH,0
eigenlayer,2023-08-03,OETH,0
eigenlayer,2023-08-04,rETH,14999.99971
eigenlayer,2023-08-04,cbETH,14999.9963
eigenlayer,2023-08-04,stETH,14967.32045
eigenlayer,2023-08-04,ethereum,5312
eigenlayer,2023-08-04,swETH,0
eigenlayer,2023-08-04,osETH,0
eigenlayer,2023-08-04,wBETH,0
eigenlayer,2023-08-04,ETHx,0
eigenlayer,2023-08-04,lsETH,0
eigenlayer,2023-08-04,OETH,0
eigenlayer,2023-08-04,sfrxETH,0
eigenlayer,2023-08-04,mETH,0
eigenlayer,2023-08-04,ankrETH,0
eigenlayer,2023-08-05,cbETH,14999.99997
eigenlayer,2023-08-05,rETH,14999.99592
eigenlayer,2023-08-05,stETH,14967.32045
eigenlayer,2023-08-05,swETH,0
eigenlayer,2023-08-05,ankrETH,0
eigenlayer,2023-08-05,wBETH,0
eigenlayer,2023-08-05,ETHx,0
eigenlayer,2023-08-05,osETH,0
eigenlayer,2023-08-05,lsETH,0
eigenlayer,2023-08-05,mETH,0
eigenlayer,2023-08-05,OETH,0
eigenlayer,2023-08-05,sfrxETH,0
eigenlayer,2023-08-06,cbETH,14999.99952
eigenlayer,2023-08-06,rETH,14999.99072
eigenlayer,2023-08-06,stETH,14963.3571
eigenlayer,2023-08-06,ankrETH,0
eigenlayer,2023-08-06,swETH,0
eigenlayer,2023-08-06,sfrxETH,0
eigenlayer,2023-08-06,mETH,0
eigenlayer,2023-08-06,lsETH,0
eigenlayer,2023-08-06,OETH,0
eigenlayer,2023-08-06,ETHx,0
eigenlayer,2023-08-06,osETH,0
eigenlayer,2023-08-06,wBETH,0
eigenlayer,2023-08-07,rETH,14999.99379
eigenlayer,2023-08-07,cbETH,14999.98335
eigenlayer,2023-08-07,stETH,14963.3571
eigenlayer,2023-08-07,wBETH,0
eigenlayer,2023-08-07,OETH,0
eigenlayer,2023-08-07,ETHx,0
eigenlayer,2023-08-07,ankrETH,0
eigenlayer,2023-08-07,osETH,0
eigenlayer,2023-08-07,swETH,0
eigenlayer,2023-08-07,lsETH,0
eigenlayer,2023-08-07,mETH,0
eigenlayer,2023-08-07,sfrxETH,0
eigenlayer,2023-08-08,rETH,14999.99943
eigenlayer,2023-08-08,cbETH,14999.99846
eigenlayer,2023-08-08,stETH,14963.3571
eigenlayer,2023-08-08,lsETH,0
eigenlayer,2023-08-08,OETH,0
eigenlayer,2023-08-08,osETH,0
eigenlayer,2023-08-08,sfrxETH,0
eigenlayer,2023-08-08,ankrETH,0
eigenlayer,2023-08-08,wBETH,0
eigenlayer,2023-08-08,swETH,0
eigenlayer,2023-08-08,mETH,0
eigenlayer,2023-08-08,ETHx,0
eigenlayer,2023-08-09,cbETH,14999.9988
eigenlayer,2023-08-09,rETH,14999.99211
eigenlayer,2023-08-09,stETH,14962.35368
eigenlayer,2023-08-09,ethereum,6112
eigenlayer,2023-08-09,lsETH,0
eigenlayer,2023-08-09,ankrETH,0
eigenlayer,2023-08-09,sfrxETH,0
eigenlayer,2023-08-09,wBETH,0
eigenlayer,2023-08-09,ETHx,0
eigenlayer,2023-08-09,mETH,0
eigenlayer,2023-08-09,osETH,0
eigenlayer,2023-08-09,OETH,0
eigenlayer,2023-08-09,swETH,0
eigenlayer,2023-08-10,rETH,14999.99913
eigenlayer,2023-08-10,cbETH,14999.97493
eigenlayer,2023-08-10,stETH,14942.39233
eigenlayer,2023-08-10,swETH,0
eigenlayer,2023-08-10,mETH,0
eigenlayer,2023-08-10,ETHx,0
eigenlayer,2023-08-10,osETH,0
eigenlayer,2023-08-10,ankrETH,0
eigenlayer,2023-08-10,wBETH,0
eigenlayer,2023-08-10,sfrxETH,0
eigenlayer,2023-08-10,lsETH,0
eigenlayer,2023-08-10,OETH,0
eigenlayer,2023-08-11,rETH,14999.99897
eigenlayer,2023-08-11,cbETH,14999.99799
eigenlayer,2023-08-11,stETH,14942.39233
eigenlayer,2023-08-11,ethereum,6304
eigenlayer,2023-08-11,swETH,0
eigenlayer,2023-08-11,wBETH,0
eigenlayer,2023-08-11,lsETH,0
eigenlayer,2023-08-11,mETH,0
eigenlayer,2023-08-11,OETH,0
eigenlayer,2023-08-11,ETHx,0
eigenlayer,2023-08-11,ankrETH,0
eigenlayer,2023-08-11,osETH,0
eigenlayer,2023-08-11,sfrxETH,0
eigenlayer,2023-08-12,rETH,14999.99994
eigenlayer,2023-08-12,cbETH,14999.99799
eigenlayer,2023-08-12,stETH,14939.32645
eigenlayer,2023-08-12,swETH,0
eigenlayer,2023-08-12,lsETH,0
eigenlayer,2023-08-12,osETH,0
eigenlayer,2023-08-12,ETHx,0
eigenlayer,2023-08-12,OETH,0
eigenlayer,2023-08-12,ankrETH,0
eigenlayer,2023-08-12,wBETH,0
eigenlayer,2023-08-12,sfrxETH,0
eigenlayer,2023-08-12,mETH,0
eigenlayer,2023-08-13,cbETH,15000
eigenlayer,2023-08-13,rETH,14999.99954
eigenlayer,2023-08-13,stETH,14939.32645
eigenlayer,2023-08-13,ethereum,6336
eigenlayer,2023-08-13,lsETH,0
eigenlayer,2023-08-13,osETH,0
eigenlayer,2023-08-13,wBETH,0
eigenlayer,2023-08-13,ETHx,0
eigenlayer,2023-08-13,ankrETH,0
eigenlayer,2023-08-13,mETH,0
eigenlayer,2023-08-13,swETH,0
eigenlayer,2023-08-13,sfrxETH,0
eigenlayer,2023-08-13,OETH,0
eigenlayer,2023-08-14,rETH,14999.99991
eigenlayer,2023-08-14,cbETH,14999.99637
eigenlayer,2023-08-14,stETH,14939.32645
eigenlayer,2023-08-14,OETH,0
eigenlayer,2023-08-14,osETH,0
eigenlayer,2023-08-14,swETH,0
eigenlayer,2023-08-14,sfrxETH,0
eigenlayer,2023-08-14,wBETH,0
eigenlayer,2023-08-14,mETH,0
eigenlayer,2023-08-14,lsETH,0
eigenlayer,2023-08-14,ankrETH,0
eigenlayer,2023-08-14,ETHx,0
eigenlayer,2023-08-15,cbETH,14999.99984
eigenlayer,2023-08-15,rETH,14999.99863
eigenlayer,2023-08-15,stETH,14936.32426
eigenlayer,2023-08-15,mETH,0
eigenlayer,2023-08-15,ETHx,0
eigenlayer,2023-08-15,osETH,0
eigenlayer,2023-08-15,swETH,0
eigenlayer,2023-08-15,ankrETH,0
eigenlayer,2023-08-15,OETH,0
eigenlayer,2023-08-15,sfrxETH,0
eigenlayer,2023-08-15,wBETH,0
eigenlayer,2023-08-15,lsETH,0
eigenlayer,2023-08-16,rETH,14999.99818
eigenlayer,2023-08-16,cbETH,14999.9384
eigenlayer,2023-08-16,stETH,14935.62564
eigenlayer,2023-08-16,ethereum,6400
eigenlayer,2023-08-16,osETH,0
eigenlayer,2023-08-16,wBETH,0
eigenlayer,2023-08-16,swETH,0
eigenlayer,2023-08-16,OETH,0
eigenlayer,2023-08-16,sfrxETH,0
eigenlayer,2023-08-16,lsETH,0
eigenlayer,2023-08-16,ETHx,0
eigenlayer,2023-08-16,mETH,0
eigenlayer,2023-08-16,ankrETH,0
eigenlayer,2023-08-17,rETH,14999.99859
eigenlayer,2023-08-17,cbETH,14999.99521
eigenlayer,2023-08-17,stETH,14933.60794
eigenlayer,2023-08-17,ethereum,6432
eigenlayer,2023-08-17,OETH,0
eigenlayer,2023-08-17,wBETH,0
eigenlayer,2023-08-17,mETH,0
eigenlayer,2023-08-17,swETH,0
eigenlayer,2023-08-17,ankrETH,0
eigenlayer,2023-08-17,ETHx,0
eigenlayer,2023-08-17,lsETH,0
eigenlayer,2023-08-17,osETH,0
eigenlayer,2023-08-17,sfrxETH,0
eigenlayer,2023-08-18,rETH,14999.99859
eigenlayer,2023-08-18,cbETH,14999.99685
eigenlayer,2023-08-18,stETH,14933.60794
eigenlayer,2023-08-18,ankrETH,0
eigenlayer,2023-08-18,swETH,0
eigenlayer,2023-08-18,ETHx,0
eigenlayer,2023-08-18,lsETH,0
eigenlayer,2023-08-18,sfrxETH,0
eigenlayer,2023-08-18,OETH,0
eigenlayer,2023-08-18,mETH,0
eigenlayer,2023-08-18,wBETH,0
eigenlayer,2023-08-18,osETH,0
eigenlayer,2023-08-19,rETH,14999.99998
eigenlayer,2023-08-19,cbETH,14999.99861
eigenlayer,2023-08-19,stETH,14933.03548
eigenlayer,2023-08-19,ethereum,6848
eigenlayer,2023-08-19,swETH,0
eigenlayer,2023-08-19,OETH,0
eigenlayer,2023-08-19,wBETH,0
eigenlayer,2023-08-19,osETH,0
eigenlayer,2023-08-19,ankrETH,0
eigenlayer,2023-08-19,lsETH,0
eigenlayer,2023-08-19,ETHx,0
eigenlayer,2023-08-19,sfrxETH,0
eigenlayer,2023-08-19,mETH,0
eigenlayer,2023-08-20,cbETH,14999.99418
eigenlayer,2023-08-20,rETH,14999.99099
eigenlayer,2023-08-20,stETH,14925.99717
eigenlayer,2023-08-20,ethereum,6944
eigenlayer,2023-08-20,wBETH,0
eigenlayer,2023-08-20,ankrETH,0
eigenlayer,2023-08-20,ETHx,0
eigenlayer,2023-08-20,lsETH,0
eigenlayer,2023-08-20,OETH,0
eigenlayer,2023-08-20,swETH,0
eigenlayer,2023-08-20,mETH,0
eigenlayer,2023-08-20,osETH,0
eigenlayer,2023-08-20,sfrxETH,0
eigenlayer,2023-08-21,rETH,14999.99405
eigenlayer,2023-08-21,cbETH,14980.24523
eigenlayer,2023-08-21,stETH,14925.99661
eigenlayer,2023-08-21,ethereum,7040
eigenlayer,2023-08-21,OETH,0
eigenlayer,2023-08-21,swETH,0
eigenlayer,2023-08-21,ETHx,0
eigenlayer,2023-08-21,mETH,0
eigenlayer,2023-08-21,sfrxETH,0
eigenlayer,2023-08-21,lsETH,0
eigenlayer,2023-08-21,osETH,0
eigenlayer,2023-08-21,ankrETH,0
eigenlayer,2023-08-21,wBETH,0
eigenlayer,2023-08-22,stETH,99922.84868
eigenlayer,2023-08-22,cbETH,21603.43143
eigenlayer,2023-08-22,rETH,19917.28848
eigenlayer,2023-08-22,sfrxETH,0
eigenlayer,2023-08-22,ankrETH,0
eigenlayer,2023-08-22,mETH,0
eigenlayer,2023-08-22,swETH,0
eigenlayer,2023-08-22,lsETH,0
eigenlayer,2023-08-22,ETHx,0
eigenlayer,2023-08-22,OETH,0
eigenlayer,2023-08-22,wBETH,0
eigenlayer,2023-08-22,osETH,0
eigenlayer,2023-08-23,stETH,99920.94332
eigenlayer,2023-08-23,cbETH,21402.44007
eigenlayer,2023-08-23,rETH,19917.28848
eigenlayer,2023-08-23,ethereum,7072
eigenlayer,2023-08-23,osETH,0
eigenlayer,2023-08-23,swETH,0
eigenlayer,2023-08-23,sfrxETH,0
eigenlayer,2023-08-23,ankrETH,0
eigenlayer,2023-08-23,lsETH,0
eigenlayer,2023-08-23,mETH,0
eigenlayer,2023-08-23,wBETH,0
eigenlayer,2023-08-23,ETHx,0
eigenlayer,2023-08-23,OETH,0
eigenlayer,2023-08-24,stETH,99915.39123
eigenlayer,2023-08-24,cbETH,21402.33989
eigenlayer,2023-08-24,rETH,19914.94936
eigenlayer,2023-08-24,ethereum,7104
eigenlayer,2023-08-24,ankrETH,0
eigenlayer,2023-08-24,ETHx,0
eigenlayer,2023-08-24,lsETH,0
eigenlayer,2023-08-24,OETH,0
eigenlayer,2023-08-24,swETH,0
eigenlayer,2023-08-24,sfrxETH,0
eigenlayer,2023-08-24,wBETH,0
eigenlayer,2023-08-24,osETH,0
eigenlayer,2023-08-24,mETH,0
eigenlayer,2023-08-25,stETH,99915.39123
eigenlayer,2023-08-25,cbETH,21399.55123
eigenlayer,2023-08-25,rETH,19886.44966
eigenlayer,2023-08-25,ethereum,7232
eigenlayer,2023-08-25,osETH,0
eigenlayer,2023-08-25,sfrxETH,0
