protocol,block_date,symbol,TTL
renzo,2024-02-20,stETH,122881.9006
renzo,2024-02-21,WETH,123461.9615
renzo,2024-02-21,wBETH,123461.9615
renzo,2024-02-21,stETH,123461.9615
renzo,2024-02-22,WETH,131158.6591
renzo,2024-02-22,wBETH,131158.6591
renzo,2024-02-22,stETH,131158.6591
renzo,2024-02-23,WETH,143035.1296
renzo,2024-02-23,wBETH,143035.1296
renzo,2024-02-23,stETH,143035.1296
renzo,2024-02-24,WETH,151726.4803
renzo,2024-02-24,wBETH,151726.4803
renzo,2024-02-24,stETH,151726.4803
renzo,2024-02-25,WETH,159385.0894
renzo,2024-02-25,wBETH,159385.0894
renzo,2024-02-25,stETH,159385.0894
renzo,2024-02-26,WETH,175334.0933
renzo,2024-02-26,wBETH,175334.0933
renzo,2024-02-26,stETH,175334.0933
renzo,2024-02-27,WETH,188856.949
renzo,2024-02-27,wBETH,188856.949
renzo,2024-02-27,stETH,188856.949
renzo,2024-02-28,WETH,193076.9187
renzo,2024-02-28,wBETH,193076.9187
renzo,2024-02-28,stETH,193076.9187
renzo,2024-02-29,WETH,197833.0627
renzo,2024-02-29,wBETH,197833.0627
renzo,2024-02-29,stETH,197833.0627
renzo,2024-03-01,WETH,203812.6516
renzo,2024-03-01,wBETH,203812.6516
renzo,2024-03-01,stETH,203812.6516
renzo,2024-03-02,WETH,209177.5932
renzo,2024-03-02,wBETH,209177.5932
renzo,2024-03-02,stETH,209177.5932
renzo,2024-03-03,WETH,211341.5854
renzo,2024-03-03,wBETH,211341.5854
renzo,2024-03-03,stETH,211341.5854
renzo,2024-03-04,WETH,216463.5704
renzo,2024-03-04,wBETH,216463.5704
renzo,2024-03-04,stETH,216463.5704
renzo,2024-03-05,WETH,217703.9464
renzo,2024-03-05,wBETH,217703.9464
renzo,2024-03-05,stETH,217703.9464
renzo,2024-03-06,WETH,222738.3439
renzo,2024-03-06,wBETH,222738.3439
renzo,2024-03-06,stETH,222738.3439
renzo,2024-03-07,WETH,225899.9621
renzo,2024-03-07,wBETH,225899.9621
renzo,2024-03-07,stETH,225899.9621
